original_index,is_outlier,begruendung,zielspalten_bewertet
257,False,"Das HP Envy x360 Laptop-Angebot bei Costco für $899 mit soliden Specs (Ryzen 5, 8GB RAM, 512GB SSD, WiFi 6, Digitizer Pen) rechtfertigt das hohe Engagement. 78.875 Views, 264 Replies und 57 Votes sind für ein attraktives Elektronik-Angebot in dieser Preisklasse mit guter Ausstattung im erwartbaren Rahmen.","['replies', 'views', 'votes']"
258,False,"Das Engagement passt zum Kontext: Ein lokales Angebot (GTA) für medizinische Masken in der Kategorie 'Office Supplies' mit 3107 Views und 16 Antworten zeigt normales Interesse. Die -16 Votes deuten auf Kontroverse oder Unzufriedenheit hin (z.B. Preis, Qualität, Verfügbarkeit), was bei solchen Angeboten durchaus vorkommt und das Diskussionsaufkommen (16 Replies) plausibel erklärt.","['replies', 'views', 'votes']"
259,False,"Ein Oakley-Rucksack für $39.99 mit angeblich 87% Rabatt ist ein attraktives Markenangebot in der Kategorie Sports & Fitness. Die 8032 Views, 31 Replies und 24 Votes sind für einen solchen Deal mit starkem Preisvorteil einer bekannten Marke plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
260,True,"Ein kostenloses Spiel mit 4108 Views und 6 Replies, aber 0 Votes ist ungewöhnlich. Bei dieser Reichweite und Interaktion wäre normalerweise zumindest eine geringe Anzahl an Votes (positiv oder negativ) zu erwarten, da Nutzer typischerweise Deals bewerten.","['replies', 'views', 'votes']"
261,False,"Ein 27"" Gaming-Monitor mit 144Hz für 260$ ist ein typisches Elektronik-Angebot, das moderate Diskussionen auslöst. Die 34 Antworten und knapp 7000 Views bei leicht negativen Votes (-3) deuten auf ein durchschnittliches Interesse mit gemischter Bewertung hin, was für Gaming-Hardware in dieser Preisklasse plausibel ist.","['replies', 'views', 'votes']"
262,False,"Das Engagement ist für diesen Kontext plausibel: Ein Markenprodukt (Philips Series 7000) bei Amazon.ca für $60, das wieder verfügbar ist, kann durchaus 3757 Views, 9 Replies und 7 positive Votes generieren. Die Werte passen zu einem moderat interessanten Deal mit solider Reichweite.","['replies', 'views', 'votes']"
263,False,"Ein monatlicher Costco-Sale-Thread mit umfangreichen Angeboten über einen längeren Zeitraum (Juli-August) erklärt plausibel das hohe Engagement: 68.918 Views, 132 Replies und 134 Votes sind für einen solchen Sammel-Thread mit regelmäßigen Updates (Update vom 17. Juli erwähnt) im erwartbaren Rahmen, da viele Nutzer wiederholt nach neuen Deals suchen.","['replies', 'views', 'votes']"
264,True,"Bei 3297 Views und 9 Replies würde man normalerweise zumindest einige Votes (positiv oder negativ) erwarten, insbesondere bei einem konkreten Produktangebot mit Preis. 0 Votes bei diesem Engagement-Level ist ungewöhnlich und deutet auf eine Anomalie im Abstimmungsverhalten hin.","['replies', 'views', 'votes']"
265,False,"Das Thema 'kostenlose Kreditberichte aufgrund von Covid-19' ist von hoher Relevanz und betrifft eine breite Zielgruppe in finanziellen Angelegenheiten. Die hohen Werte bei views (103.491), replies (247) und votes (249) sind für ein solches wichtiges, weitreichendes Finanzthema im Kontext der Pandemie plausibel und erwartbar.","['replies', 'views', 'votes']"
266,True,"Bei 2340 Views und 9 Replies würde man normalerweise zumindest einige Votes (positiv oder negativ) erwarten, insbesondere bei einem Snack-Deal in der Groceries-Kategorie. Die Kombination aus deutlichem Engagement (Views/Replies) bei exakt 0 Votes ist im Kontext ungewöhnlich und deutet auf eine Anomalie hin.","['replies', 'views', 'votes']"
267,True,"Die Kombination aus 1159 Views bei gleichzeitig 0 Replies und -1 Votes ist für hochwertige Wolverine-Schuhe mit 55%+15% Rabatt ungewöhnlich. Bei einem solch attraktiven Deal für eine bekannte Marke wäre deutlich mehr Engagement (Antworten, positive Bewertungen) zu erwarten.","['replies', 'views', 'votes']"
268,False,"Das Engagement (19 Antworten, 5743 Aufrufe, 7 Votes) ist für ein Automotive-Produkt (Autowaschmittel) im mittleren Preissegment (~29 CAD) auf Amazon.ca plausibel. Die moderate Interaktion passt zu einem Nischenprodukt mit spezifischer Zielgruppe, das Interesse weckt, aber keine außergewöhnliche Kontroverse oder Massenattraktivität besitzt.","['replies', 'views', 'votes']"
269,False,"Eine Nintendo-themed MicroSD-Karte mit 256GB für ~65€ ist ein Nischenprodukt für Gaming-Enthusiasten. 1729 Views bei nur 1 Reply und 0 Votes ist plausibel: Das Produkt weckt Interesse (Views), aber der Preis ist nicht außergewöhnlich attraktiv und die Zielgruppe begrenzt, was das geringe aktive Engagement erklärt.","['replies', 'views', 'votes']"
270,True,"Die Anzahl der Antworten (178) ist im Verhältnis zu den Views (44969) und Votes (54) ungewöhnlich hoch. Typischerweise liegt das Replies-zu-Views-Verhältnis bei solchen Monitor-Deals deutlich niedriger; hier antwortet fast jeder 250. Betrachter, was für ein technisches Produkt mit moderaten Votes außergewöhnlich viel Diskussionsbedarf signalisiert.","['replies', 'views', 'votes']"
271,False,"Das Engagement ist für diesen Deal-Kontext plausibel: Ein Clearance-Angebot für Tile Tracker im 4er-Pack zu $39.99 bei Canadian Tire erzeugt moderates Interesse (1811 Views, 5 Replies). Die leicht negativen Votes (-3) deuten darauf hin, dass der Deal als nicht besonders attraktiv wahrgenommen wird, was bei einem Clearance-Produkt ohne ausgewiesene Ersparnis nachvollziehbar ist.","['replies', 'views', 'votes']"
272,False,"Ein Werkzeug-Deal (Sägebock) für 17,99$ bei Canadian Tire mit 3899 Views, 17 Replies und 4 Votes zeigt ein normales Engagement-Muster für ein praktisches Home-Improvement-Produkt. Das moderate Interesse passt zum Nischencharakter des Produkts und dem soliden Preis-Leistungs-Verhältnis.","['replies', 'views', 'votes']"
273,False,"Ein refurbished Nintendo 3DS-Deal direkt von Nintendo ist für Gaming-Enthusiasten interessant und rechtfertigt das moderate Engagement (42 Antworten, 12.250 Views, 26 Votes). Die Werte passen gut zum Kontext eines beliebten Gaming-Produkts mit begrenzter Verfügbarkeit.","['replies', 'views', 'votes']"
274,True,"Ein Banking-Angebot mit bis zu $500 Bonus, das 6747 Views und 44 Replies generiert hat, aber exakt 0 Votes aufweist, ist ungewöhnlich. Bei diesem Engagement-Level wäre normalerweise eine deutliche Anzahl an Up- oder Downvotes zu erwarten, selbst wenn das Angebot kontrovers wäre.","['replies', 'views', 'votes']"
275,False,"Das Engagement (18 Antworten, 4875 Aufrufe, -3 Votes) ist für einen Bekleidungs-Deal mit 47% Rabatt auf einen Spezial-Hut im erwartbaren Rahmen. Die negativen Votes deuten auf gemischte Meinungen hin, was bei Nischenprodukten oder Preis-Leistungs-Diskussionen normal ist, während die moderate Anzahl an Antworten und Views zum Kontext eines Clearance-Angebots passt.","['replies', 'views', 'votes']"
276,False,"Das Engagement (29 Replies, 6537 Views, 29 Votes) ist für ein GoPro-Zubehör-Angebot bei Amazon.ca im erwartbaren Rahmen. Kamera-Zubehör hat eine aktive Community, und der günstige Preis von $7.07 für zwei Artikel rechtfertigt das moderate bis gute Interesse und die positive Resonanz.","['replies', 'views', 'votes']"
277,False,"Das Engagement (10 Antworten, 2560 Aufrufe, 4 Votes) ist für einen Baumarkt-Deal mit 40% Rabatt auf Terrassenschrauben plausibel. Solche Heimwerker-Angebote erreichen typischerweise moderate Interaktionswerte, da sie eine spezifische Zielgruppe ansprechen und das Preis-Leistungs-Verhältnis Interesse weckt, ohne viral zu gehen.","['replies', 'views', 'votes']"
278,False,"Das Engagement ist im Kontext plausibel: Ein Werkzeug-Deal mit moderater Ersparnis (~$5) und YMMV-Einschränkung (Your Mileage May Vary) erzeugt erwartbar gemischte Reaktionen. Die 8149 Views und 24 Replies zeigen solides Interesse, während die -3 Votes auf eine kontroverse Bewertung des Deal-Werts hindeuten, was bei begrenzter Verfügbarkeit und kleinem Rabatt typisch ist.","['replies', 'views', 'votes']"
279,False,"Ein Laptop-Deal mit guter Ausstattung (Ryzen 4700, 16GB RAM, 512GB SSD) zu einem attraktiven Preis von Costco rechtfertigt das beobachtete Engagement (93 Antworten, 20.838 Aufrufe, 28 Votes) vollständig. Die hohen Views und Replies sind typisch für beliebte Elektronik-Deals in dieser Preisklasse, da solche Angebote viel Diskussion über Specs und Preis-Leistung auslösen.","['replies', 'views', 'votes']"
280,True,"Die Anzahl der Views (2005) ist für ein einfaches Lebensmittelangebot (Pfirsiche zu einem regulären Preis) extrem hoch, während Replies (2) und Votes (6) sehr niedrig bleiben. Dieses Missverhältnis zwischen sehr hoher Sichtbarkeit und minimalem Engagement ist im Kontext eines gewöhnlichen Obst-Deals deutlich ungewöhnlich.","['replies', 'views', 'votes']"
281,True,Die Anzahl der Views (16.311) ist im Verhältnis zu einem einfachen Haushaltsartikel (Gläser-Set für $10) extrem hoch und steht in keinem plausiblen Verhältnis zu den moderaten Replies (24) und Votes (40). Selbst bei 50% Rabatt würde ein solches Standardprodukt normalerweise nicht diese außergewöhnliche Reichweite erzielen.,"['replies', 'views', 'votes']"
282,True,"Für ein einfaches Dollarama-Produkt (polarisierte Sonnenbrille für 3,50) sind 31 Antworten und 5420 Aufrufe außergewöhnlich hoch, während nur 5 Votes vorliegen. Dieses Missverhältnis zwischen sehr hohem Engagement (Antworten/Views) und niedrigen Votes ist im Kontext eines günstigen Standardartikels deutlich ungewöhnlich.","['replies', 'views', 'votes']"
283,False,"Ein Akkuschrauber-Set für unter 30 USD von einer bekannten Marke bei Home Depot ist ein attraktives Werkzeugangebot, das plausibel 6672 Views, 20 Antworten und 9 positive Votes generieren kann. Das Engagement liegt im erwartbaren Rahmen für ein solides Preis-Leistungs-Angebot im Heimwerker-Bereich.","['replies', 'views', 'votes']"
284,False,"Ein Gartenwerkzeug-Set von Fiskars (bekannte Marke) für unter 30$ bei Home Depot ist ein attraktives Angebot für die Zielgruppe. Die 38 Antworten, 14.445 Aufrufe und 32 positive Votes sind für einen soliden Home & Garden Deal mit gutem Preis-Leistungs-Verhältnis im erwartbaren Rahmen und zeigen normales Engagement.","['replies', 'views', 'votes']"
285,False,"Das Motorola Moto G7 Play für $150 mit $50 Ersparnis bei Costco ist ein attraktives Smartphone-Angebot, das plausibel 14.973 Views, 63 Antworten und 17 positive Votes generieren kann. Das Engagement-Niveau passt gut zu einem preiswerten Handy-Deal von einem bekannten Händler in der beliebten Cell Phones-Kategorie.","['replies', 'views', 'votes']"
286,True,"Ein Roboterstaubsauger im Preissegment um $187 mit 1245 Views, aber keinerlei Engagement (0 Votes, 0 Replies) ist ungewöhnlich. Bei diesem Produkttyp und Preis wäre zumindest minimales Engagement (Fragen, Bewertungen) zu erwarten, wenn so viele Nutzer den Deal angesehen haben.","['replies', 'views', 'votes']"
287,False,"Ein elektrisches Fat Bike für $1199 ist ein attraktives Sportprodukt mit relevantem Preis, das plausibel Interesse weckt. Die 6408 Views, 25 Replies und 7 Votes zeigen ein moderates bis gutes Engagement, das für ein Sportartikel-Angebot in dieser Preisklasse im erwartbaren Rahmen liegt.","['replies', 'views', 'votes']"
288,False,"Ein 50%-Rabatt bei Domino's Pizza ist ein attraktives Angebot, das hohes Interesse erklärt. Die 10.083 Views, 31 Replies und 8 Votes sind im Kontext eines stark rabattierten Fast-Food-Deals plausibel und nicht ungewöhnlich.","['replies', 'views', 'votes']"
289,False,"Das Engagement (11 Antworten, 2779 Aufrufe, 5 Votes) ist für eine Logitech-Maus mit 15$ Ersparnis bei Amazon.ca im Bereich Computers & Electronics plausibel. Solide Marke, moderate Ersparnis und Elektronik-Deals generieren typischerweise mittleres bis gutes Interesse, was hier gegeben ist.","['replies', 'views', 'votes']"
290,False,"Das Engagement ist für diesen Kontext plausibel: Eine Dual-Dashcam mit 90$ Rabatt ist ein attraktives Angebot, das moderate Aufmerksamkeit (1634 views, 4 replies, 1 vote) rechtfertigt. Die Werte liegen im erwartbaren Rahmen für ein Automotive-Produkt mit substantiellem Preisnachlass.","['replies', 'views', 'votes']"
291,False,"Das Engagement (16 Antworten, 6503 Aufrufe, 11 Votes) ist für einen Haushaltsgeräte-Deal mit 25% Rabatt und Zugabe plausibel. Die Kombination aus moderatem Interesse (Moka Pot ist Nischenprodukt), solidem Rabatt und Bonus erklärt die mittlere Interaktionsrate angemessen.","['replies', 'views', 'votes']"
292,True,Die Anzahl der Views (2514) ist im Verhältnis zu den Replies (6) und Votes (5) extrem hoch und ungewöhnlich. Bei einem Deal zu Smart-Home-Produkten ohne erkennbaren Preis oder Ersparnis wäre ein solch hohes Aufrufsvolumen bei gleichzeitig sehr geringem Engagement (Antworten und Votes) deutlich unerwartet.,"['replies', 'views', 'votes']"
293,False,"Das Engagement (4 Antworten, 2293 Aufrufe, 7 Votes) ist für ein Fast-Food-Angebot mit Charity-Komponente im erwartbaren Rahmen. Die moderate Interaktion passt zu einem zeitlich begrenzten Restaurant-Deal mit Spendenaktion, der Interesse weckt, aber keine außergewöhnliche Kontroverse oder extreme Attraktivität aufweist.","['replies', 'views', 'votes']"
294,True,"Das Verhältnis von 176 Antworten zu nur 20 Votes bei 59.207 Views ist extrem ungewöhnlich. Bei einem attraktiven Google Home Deal für $39 würde man deutlich mehr Votes erwarten, wenn bereits so viele Nutzer kommentieren und den Thread ansehen.","['replies', 'views', 'votes']"
295,False,"Das Engagement (11 Antworten, 2593 Aufrufe, 8 Votes) ist für ein Anker-Kabel mit 41% Rabatt auf Amazon.ca im erwartbaren Rahmen. Solide Marke, guter Rabatt und nützliches Zubehör rechtfertigen moderates bis gutes Interesse ohne auffällige Abweichungen.","['replies', 'views', 'votes']"
296,False,"Das Engagement ist für einen Uber Eats Rabatt-Deal ($10 off) im Restaurant-Kontext plausibel. Die hohen Views (10451) und moderaten Replies (55) sowie positiven Votes (33) passen zu einem attraktiven, weitreichenden Angebot einer bekannten Plattform, das viele Nutzer interessiert und zur Diskussion anregt.","['replies', 'views', 'votes']"
297,False,"Das Engagement (15 Antworten, 2470 Views, -5 Votes) ist für ein kostenloses Kindle-Unlimited-Angebot mit 72 E-Cookbooks im erwartbaren Rahmen. Die negativen Votes können auf begrenzte Zielgruppenrelevanz oder wahrgenommene geringe Qualität hindeuten, während die moderate Anzahl an Views und Replies typisch für Nischen-Content im Entertainment-Bereich ist.","['replies', 'views', 'votes']"
298,False,"Das Engagement (11 Antworten, 2907 Aufrufe, 6 Votes) ist für einen Gaming-Laptop-Deal mit spezifischen technischen Specs im mittleren Preissegment (~1150$) durchaus plausibel. Die Werte zeigen moderates Interesse, was bei Computer-Hardware-Deals mit dieser Preisklasse und Zielgruppe (Gaming-Enthusiasten) im erwartbaren Rahmen liegt.","['replies', 'views', 'votes']"
299,False,"Ein Deal mit $80 Rabatt plus $22.5 Cashback bei Groceries ist attraktiv genug, um 8002 Views, 41 Replies und 17 positive Votes zu rechtfertigen. Das Engagement-Niveau passt gut zum Wert des Angebots und der Kategorie.","['replies', 'views', 'votes']"
300,False,"Das Engagement (36 Antworten, 7726 Aufrufe, 19 Votes) ist für ein Costco-Waschmittelangebot mit 500 Ladungen und 15$ Ersparnis plausibel. Haushaltswaren mit gutem Preis-Leistungs-Verhältnis bei Costco erzeugen typischerweise solides Interesse und Diskussionen über Erfahrungen, Vergleiche und Lagerung.","['replies', 'views', 'votes']"
301,False,"Das Engagement ist für diesen Kontext plausibel: Ein Speicherkarten-Deal von Amazon.ca mit 25% Rabatt auf bekannte SanDisk-Produkte spricht eine breite Zielgruppe an (Fotografen, Technik-Interessierte). 2546 Views, 11 Replies und 6 Votes sind für ein solides Elektronik-Angebot im erwartbaren Rahmen.","['replies', 'views', 'votes']"
302,False,"Das Engagement ist für diesen Kontext plausibel: Ein US-spezifisches Apple News+ Angebot mit regionaler Einschränkung erklärt die moderate Reichweite (1340 views, 10 replies). Die leicht negativen votes (-2) sind nachvollziehbar, da das Angebot nur für Nutzer mit US Apple ID relevant ist und somit für viele Forum-Mitglieder nicht nutzbar sein dürfte.","['replies', 'views', 'votes']"
