original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
357,28,mymuro,2020-07-11T00:20:00,2020-07-14,2020-07-14T20:56:00,Entertainment,0.0,59,0.0,Microsoft Store,"Books, Music, Movies, Magazines","Naruto, Steins Gate, Sword Art Online, Overlord *Free",,20397,125
358,29,DealMonk,2020-07-05T00:30:00,,2020-07-14T20:13:00,Computers & Electronics,89.0,4,55.0,Urban Outfitters,Home Theatre & Audio,Marshall Major III Bluetooth Headphones $89.00 - White and Black color only,http://www.jdoqocy.com/click-749547-11389065?url=https%3A%2F%2Fwww.urbanoutfitters.com%2Fen-ca%2Fshop%2Fmarshall-major-iii-bluetooth-headphones%3Fcolor%3D010%26type%3DREGULAR%26size%3DONE%2520SIZE%26quantity%3D1&sid=rfdcb,3488,3
359,0,redflagdealsguy,2020-06-21T01:18:00,,2020-07-14T20:08:00,,449.0,287,,Amazon.ca,Computers & Electronics,"Acer Aspire 5 Slim Laptop [Tinkerer Rig] - $449 + Upgrade Costs - Ryzen 3 3200U + 15.6"" IPS FHD",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07RF1XD36%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,57770,91
360,1,SammyC,2020-07-13T08:47:00,,2020-07-14T20:00:00,Home & Garden,69.99,12,,Costco,Other,Global NI Oriental 20 cm (8 in.) Chef's Knife - 69.99$ (Online),https://www.costco.ca/global-ni-oriental-20-cm-(8-in.)-chef's-knife.product.100487132.html,2892,6
361,2,immad01,2020-07-14T20:00:00,,2020-07-14T20:00:00,Computers & Electronics,599.99,0,,Amazon.ca,Televisions,Insignia 58-inch 4K UHD HDR LED Smart TV - Fire TV Edition for $599.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FInsignia-58-inch-UHD-HDR-Smart%2Fdp%2FB07Z6LHLG1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,851,-3
362,3,Carlosf1,2020-06-12T13:30:00,,2020-07-14T19:51:00,,41.82,59,,,Computers & Electronics,Pre Order Xiaomi Mi Band 5 Smart Bracelet 4 Color AMOLED Screen - C$45.96 / C$41.82 With Code (New Users),http://www.awin1.com/cread.php?awinmid=6378&awinaffid=139736&clickref=&p=https://m.aliexpress.com/item/4001121995652.html?trace=wwwdetail2mobilesitedetail&pvid=4d5f0832-fad5-4679-93f3-799e3529143e&aff_platform=promotion&sk=NUUJNoAU&aff_trace_key=3d68b8c805344b8995019b822654931a-1591982981940-02556-NUUJNoAU&rmsg=do_not_replacement&scm=1007.23534.124000.0&terminal_id=2b392dfa851f41e984c26005f9a8010f&aff_request_id=3d68b8c805344b8995019b822654931a-1591982981940-02556-NUUJNoAU,15570,13
363,4,sprung,2020-07-14T14:03:00,,2020-07-14T19:49:00,Sports & Fitness,,9,,,Equipment,Toronto Bike Share deals for CAA members,https://www.toronto.ca/news/bike-share-toronto-and-canadian-automobile-association-south-central-ontario-form-new-partnership/,1955,5
364,5,TinkerPhil,2020-07-07T22:12:00,2020-07-08,2020-07-14T19:23:00,Home & Garden,894.0,11,,Home Depot,Appliances,YMMV LG washing machine WM3800HB for $894,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/lg-electronics-52-cuft-front-load-washer-with-turbowash-in-black--energy-star/1001391070?eid=PS_GOOGLE_D29A%20-%20E-Comm_GGL_Shopping_PLA_EN_Major%20Appliances_Major%20Appliances_PLA_EN__PRODUCT_GROUP_aud-829953601615:pla-339702574028&gclsrc=aw.ds&gclid=EAIaIQobChMIn_HD18e86gIVJh6tBh1MOQblEAQYASABEgK1V_D_BwE,4086,-1
365,6,secretalcoholic,2020-07-02T00:21:00,2020-12-31,2020-07-14T18:59:00,Computers & Electronics,15.0,41,,Microsoft,Other,$15 USD Azure & O365 Certification Exams for COVID-19 affected individuals,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36509&murl=https%3A%2F%2Fdocs.microsoft.com%2Fen-us%2Flearn%2Fcertifications%2Fskillingoffer&u1=rfdcb,11136,24
366,7,madmathd,2020-07-14T12:27:00,,2020-07-14T18:54:00,Home & Garden,299.97,3,50.0,,Appliances,SUPER SPECIAL $299.97 Cusinox Super Elite 10 PIECE Cookware Set,https://www.quincailleriedante.com/en/product/all-products/3637-cusinox-super-elite-10-piece-cookware-set.html?Critere=cuisinox,1419,2
367,8,Quek27,2020-07-14T18:39:00,,2020-07-14T18:39:00,Computers & Electronics,0.0,0,100.0,STEAM,Video Games,Ninja Kiwi Archive Flash Versions FREE,https://store.steampowered.com/app/1275350/Ninja_Kiwi_Archive/,1295,0
368,9,DrDoomsday,2020-07-04T14:35:00,,2020-07-14T18:34:00,Financial Services,,82,,,Banking & Investing,Simplii just upped their game- get $75 for sending your first EMT of $100 (plus an additional $25 ~ $50 for referral),,19379,30
369,10,mr_clark,2020-07-14T12:10:00,2020-07-15,2020-07-14T18:29:00,Computers & Electronics,1.75,1,0.91,Steam,Video Games,Hard Reset Redux - $1.75US - 91% off [Steam],https://us.gamesplanet.com/game/hard-reset-redux-steam-key--3831-1,861,1
370,11,elfion,2020-05-25T14:37:00,2020-06-20,2020-07-14T18:00:00,Computers & Electronics,142.0,229,40.0,,Cell Phones,UMIDIGI A7 Pro - $142,http://www.awin1.com/cread.php?awinmid=6378&awinaffid=139736&clickref=&p=https://a.aliexpress.com/_dWeZMZS,38772,-11
371,12,oicthat2013,2020-07-07T10:38:00,2020-09-07,2020-07-14T17:58:00,,,66,,McDonald's,Restaurants,"$1 Cone and $2 Sundae summer promotion starting July 14, 2020",https://www.mcdonalds.com/ca/en-ca/promotions.html,18203,44
372,13,jackrabbit000,2020-07-13T14:34:00,,2020-07-14T17:52:00,Clothing & Accessories,24.49,46,0.3,Amazon.ca,Clothing & Accessories,ASHLIN Men's Bi-fold Wallet w/16 Card Pockets - $24.49 or 30% Off,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FASHLIN-Mens-bi-fold-leather-wallet%2Fdp%2FB010W14QBU%2Fref%3Dsr_1_58%3Fdchild%3D1%26keywords%3Dmens%2Bwallet%2B16%2Bcredit%2Bcards%26qid%3D1594664789%26sr%3D8-58&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,7204,-8
373,14,Dave98,2020-07-13T13:26:00,,2020-07-14T17:27:00,Computers & Electronics,47.99,30,,Amazon.ca,Peripherals & Accessories,RAVPower GaN 90w 2-Port PD USBC Fast Charger - $47.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FCharger-RAVPower-Charging-Adapter-Compatible%2Fdp%2FB083ZBMJNT%2Fref%3Dmp_s_a_1_1_sspa%3Fdchild%3D1%26keywords%3Dravpower%2B90w%26qid%3D1594660745%26sprefix%3Dravpow%26sr%3D8-1-spons%26psc%3D1%26spLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTY0NEdZUUY4NTg0JmVuY3J5cHRlZElkPUEwOTI2MTEwR1pCWjU5TDYzSDExJmVuY3J5cHRlZEFkSWQ9QTA0MTcwNjUzMUpZRlE3WUFINlBGJndpZGdldE5hbWU9c3BfcGhvbmVfc2VhcmNoX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU%3D&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,5417,13
374,15,SohSay,2020-07-14T12:25:00,,2020-07-14T16:59:00,Kids & Babies,1.25,5,,,School Supplies,"$1.25 each - 64 crayons, 24 pencils, 8 stick glue",,1426,8
375,16,petercxc,2020-07-01T10:52:00,,2020-07-14T16:38:00,Entertainment,23.0,94,,Amazon.ca,"Books, Music, Movies, Magazines","Dudios True Wireless Earbuds, Stereo in-Ear Bluetooth 5.0 Mini Earphone -$23",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FDudios-Wireless-Bluetooth-Earphone-One-Button%2Fdp%2FB07TSLRP6B%2Fref%3Dgbps_tit_s-4_512c_d6b61c2a%3Fsmid%3DA3RGQF1QDBVMY5%26pf_rd_p%3D1977e9ab-0025-4776-b342-9f06b5be512c%26pf_rd_s%3Dslot-4%26pf_rd_t%3D701%26pf_rd_i%3Dgb_main%26pf_rd_m%3DA3DWYIK6Y9EEQB%26pf_rd_r%3DX1PCZDTNQH4JX51XYZK3%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,26934,39
376,17,KoukiMonster,2020-07-06T19:12:00,2020-08-31,2020-07-14T16:12:00,Financial Services,,7,,Royal Bank,Credit Cards,WestJet Credit Card 2X rewards on Groceries & Restaurants,https://www.rbcroyalbank.com/credit-cards/camp/wj/2007/index.html,2117,5
377,18,Niffler,2020-07-14T15:54:00,2020-10-31,2020-07-14T16:08:00,Travel,0.0,3,100.0,TD First Class Visa Infinite,Other,[YMMV] Free $50 e-gift card from TD/UGO,,1522,1
378,19,lifeisfuneh,2020-06-30T08:25:00,2020-07-13,2020-07-14T15:56:00,Computers & Electronics,518.0,49,42.0,store.insta360.com,Cameras,"Waterproof modular Action Camera Insta360 Twin edition One R 360+4K mod C$518 tax in, free stick + free S/H by DHL",https://store.insta360.com/summersale,10001,12
379,20,moronicalgenius,2020-07-13T19:54:00,,2020-07-14T15:27:00,Home & Garden,,12,10.0,Ren's Pets Depot,Pets,$10 off at Ren's Pets,,1431,3
380,21,Bishop8,2020-07-13T14:15:00,,2020-07-14T15:26:00,Computers & Electronics,99.99,10,,,Home Theatre & Audio,Anker Spirit X2,https://www.costco.ca/anker-soundcore-spirit-x2-true-wireless-bluetooth-earphones%2c-black.product.100671352.html,5818,5
381,22,el'ation,2020-06-15T12:52:00,,2020-07-14T15:07:00,,15.0,119,,Costco,Groceries,Costco.ca Free-Range Argentinian Beef $79.99 - $99.99,https://www.costco.ca/argentinian-beef-tenderloin%2c-1.6-kg-(3.5-lb.).product.100511320.html,23223,-6
382,23,dagiles22,2020-06-17T11:42:00,2020-07-15,2020-07-14T14:32:00,Computers & Electronics,40.5,43,10% w BYOD,,Cell Phones,Cityfone $45 - 6GB unlimited CAN calling + texting,https://www.cityfone.net/help/contact,11235,2
383,24,amit33853,2020-07-08T11:25:00,,2020-07-14T14:23:00,Home & Garden,98.0,13,202.0,Visions Electronics,Outdoors & Patio,Monster GLO2 outdoor bluetooth speaker for sale $98,https://www.visions.ca/product-detail/46830/monster_bluetooth_20_watt_ipx5_lantern_speaker_with_led_light_panels_and_ez_play?categoryId=0&sku=MNGLOS2&gclid=EAIaIQobChMI07O_t_q96gIVSr7ACh014AzhEAAYASAAEgIbTfD_BwE,2532,3
384,25,dskum,2020-07-13T10:23:00,,2020-07-14T13:49:00,Home & Garden,14.99,5,,Princess Auto,Other,4 pc 3 Wheel Dolly Set - 14.99,https://www.princessauto.com/en/detail/4-pc-3-wheel-dolly-set/A-p8909012e,3037,2
385,26,immad01,2020-07-10T17:11:00,,2020-07-14T13:43:00,Entertainment,36.0,30,,East Side Marios,Other,Family PIZZA/PASTA deal for 4 - $36 (only valid for delivery or pickup),https://www.eastsidemarios.com/en/delivery-deals.html,6156,-18
386,27,avatar12,2020-07-10T19:06:00,,2020-07-14T13:05:00,Computers & Electronics,0.0,13,100.0,,Video Games,Ghost of Tsushima dynamic theme - Free,,7685,60
387,28,Siye,2020-07-01T12:22:00,,2020-07-14T12:58:00,,,1,0.2,,Groceries,Tea Sante - 20% Off Sitewide (OHCANADA),https://www.teasante.com/,979,0
388,29,beardlessBard,2020-07-13T23:41:00,,2020-07-14T12:54:00,,14.92,5,35.0,Amazon.ca,Home & Garden,Keaty manual ceramic coffee burr grinder - $14.92 (35% off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FKEATY-Bottles-Silicone-Containers-Liquids%2Fdp%2FB07CF82LM4%2Fref%3Dsr_1_5%3Fdchild%3D1%26keywords%3DKeaty%2Bmanual%2Bceramic%2Bcoffee%2Bburr%2Bgrinder%26qid%3D1594730031%26sr%3D8-5&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3187,9
389,0,lebrond,2020-07-14T12:50:00,,2020-07-14T12:50:00,Computers & Electronics,14.36,0,,Amazon.ca,Cell Phones,Beemoon Car Phone Mount $14.36,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fbeemoon-C8-Support-pour-iPhone%2Fdp%2FB07TJ8Y1MR&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1221,1
390,1,Leloiboi,2020-07-14T07:33:00,,2020-07-14T12:42:00,,94.99,18,,Amazon.ca,Computers & Electronics,WD Black SN750 500GB M2 NVME SSD - $94.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FBlack-SN750-500GB-Internal-Gaming%2Fdp%2FB07MH2P5ZD&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2712,3
391,2,rsg1010,2020-07-13T12:24:00,2020-07-23,2020-07-14T12:29:00,Computers & Electronics,,21,,,Other,Ebay - Take $5 off minimum purchase of $5.01 YMMV,,4155,-4
392,3,chardo,2020-07-14T11:37:00,,2020-07-14T12:24:00,Beauty & Wellness,2.0,5,56.0,Walmart,Beauty Supplies & Personal Care,Crest Pro-Health Whitening Power Toothpaste & Crest Pro-Health Multi-Protection Cool Wintergreen Mouthwash,,925,-2
393,4,tonershop,2020-07-14T11:43:00,,2020-07-14T12:07:00,Computers & Electronics,29.99,2,10.0,Amazon.ca,Peripherals & Accessories,AUKEY Wireless Charging Power Bank 8000mAh $29.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07T8GLHSY%2F%3Fcoliid%3DIUMAR0VVN0UF8&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1097,-1
394,5,kk33tm,2020-07-13T13:19:00,,2020-07-14T12:05:00,Computers & Electronics,1299.99,14,,Dell,Computers & Tablets/eReaders,"Dell G5 Desktop i7-9700K, GTX 1660 Ti $1300",http://www.jdoqocy.com/click-749547-12105225?url=https%3A%2F%2Fdeals.dell.com%2Fen-ca%2Fproductdetail%2F50gz&sid=rfdcb,3176,0
395,6,Jepboi,2020-07-06T21:29:00,2020-07-12,2020-07-14T12:05:00,,205.0,49,30.0,,Computers & Electronics,Gen 5 Smartwatch The Carlyle HR Black Stainless Steel $205,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.fossil.com%2Fen-ca%2Fproducts%2Fgen-5-smartwatch-the-carlyle-hr-black-stainless-steel%2FFTW4037SET.html,11419,15
396,7,amma7853,2020-07-12T16:02:00,,2020-07-14T12:02:00,,439.99,21,,Newegg,Computers & Electronics,Palit GeForce RTX 2060 StormX video card - $439,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=44589&murl=https%3A%2F%2Fwww.newegg.ca%2Fp%2F1FT-0099-00034&u1=rfdcb,3674,-3
397,8,chadw01,2020-05-23T09:14:00,,2020-07-14T11:53:00,Computers & Electronics,698.0,319,,Visions Electronics,Televisions,"Hisense 55"" Q8G Series 4K ULED Android TV with Quantum Dot Technology - $698 w/fs",,60949,25
398,9,AramisAtos,2020-06-18T15:20:00,,2020-07-14T10:47:00,,,101,0.7,,Apparel,Levi's Warehouse Sale Event 70% off,http://levis-canada.sjv.io/c/341376/486184/8468?u=https%3A%2F%2Fwww.levi.com%2FCA%2Fen_CA%2Fend-of-season%2Fc%2Flevi_clothing_year_end_holiday_sale%3Fcamp%3DCME%2AEC%2ACA%2AEN%2ACA_Levis_Dedicated_Warehouse_Starts_Promo%2Acme_adh%2Aresp%2AALL%2A20200618%26camp_id%3Dlevis.32683002%2520%26rmid%3D20200618_CA_Levis_Dedicated_Warehouse_Starts_Promo%26rrid%3D1115440762%26e_id_s25511%3D2fbc429de516231cccf1b7d48a5c8f5874af9aa6dd599a1169f4e739c9b6c59d%26e_id_m25511%3D21784577610190435641b65a630ce654,38796,60
399,10,gamzerz,2020-07-08T13:31:00,,2020-07-14T10:30:00,Computers & Electronics,146.87,6,39,Amazon.ca,Home Theatre & Audio,Etymotic Research Etymotic ER3XR Earphones - $146.87,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2F%25C3%2589couteurs-intra-auriculaires-armature-%25C3%25A9quilibr%25C3%25A9e-Standard%2Fdp%2FB076652HPH%2Fref%3Dsr_1_2%3Fdchild%3D1%26keywords%3Der3xr%26qid%3D1594229204%26sr%3D8-2&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3071,5
400,11,szaurus,2020-07-14T07:07:00,,2020-07-14T10:10:00,Computers & Electronics,780.84,4,,Amazon.ca,Computers & Tablets/eReaders,"Lenovo V14-ARE 82DQ000PUS 14"" Notebook - Ryzen 5 4500U - 8 GB RAM - 256 GB SSD - C$780.84",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLenovo-V14-ARE-82DQ000PUS-14-Notebook%2Fdp%2FB088FTRQG7%2Fref%3Dpd_sbs_147_13%3F_encoding%3DUTF8%26pd_rd_i%3DB088FTRQG7%26pd_rd_r%3Db3743575-d0e5-4465-9cc2-a7fb769abc05%26pd_rd_w%3DDFUkO%26pd_rd_wg%3DDGiDQ%26pf_rd_p%3D0ec96c83-1800-4e36-8486-44f5573a2612%26pf_rd_r%3D8VD14TW65HYB3JMSZXX2%26psc%3D1%26refRID%3D8VD14TW65HYB3JMSZXX2&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1669,1
401,12,toguy,2020-07-13T09:25:00,2020-07-20T23:59:59,2020-07-14T09:50:00,Restaurants,0.0,13,,New York Fries,Fast Food,New York Fries - BOGO Fries (must have Fry Society account) - Jul 13-20,,2748,5
402,13,immad01,2020-07-13T21:03:00,2020-07-31,2020-07-14T09:28:00,,27.97,3,,Princess Auto,Home & Garden,Power Fist Telescoping Aluminum Tree Pruner for $27.97,https://www.princessauto.com/en/detail/telescoping-aluminum-tree-pruner/A-p8774150e,2854,4
403,14,essjayess,2020-07-08T23:28:00,,2020-07-14T09:12:00,Small Business,0.65,9,,Amazon.ca,Office Supplies,"Prang Vinyl White Block Erasers, Medium, Box of 24, $0.65 (Add-on Item)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0050A68YM%2Fref%3Dox_sc_saved_title_1%3Fsmid%3DA3DWYIK6Y9EEQB%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3801,8
404,15,NixxonExxo,2020-06-27T20:21:00,2020-07-02,2020-07-14T09:11:00,Computers & Electronics,24.99,106,,,Telecom,Cable Internet 75Mb - $24.99 first month/$44.99 after | 150Mb - $34.99 first month/$54.99 after (New customers only),https://www.carrytel.ca/promotion.aspx,19654,-58
405,16,hill15,2020-07-14T08:38:00,,2020-07-14T08:38:00,Kids & Babies,14.0,0,25.94,Walmart,Toys & Games,Imaginext Disney Pixar Toy Story 4 Carnival Playset $14 (Reg. $39.94),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fimaginext-disney-pixar-toy-story-4-carnival-playset%2F6000198759244&u1=rfdcb,1178,2
406,17,Yototo005,2020-03-15T11:53:00,,2020-07-14T05:45:00,Entertainment,,47,,,Events & Attractions,Free streaming opera starting tonight,https://www.metopera.org/,31920,46
407,18,fangdragon2000,2020-07-09T11:51:00,,2020-07-14T04:09:00,Computers & Electronics,139.99,72,30.0,Amazon.ca,Peripherals & Accessories,ADATA USA Ultimate Su800 1TB 3D Nand 2.5 Inch SATA III Internal Solid State Drive 139.99$,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB01K8A29E6%2Fref%3Dsspa_dk_detail_6%3FspLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEyVEQyS0IyNE03SzNTJmVuY3J5cHRlZElkPUEwNTMxNTE2MVZBT1c5M1JTSlQwRSZlbmNyeXB0ZWRBZElkPUEwMDY0MDg5Mk43REozWEVQTlRSWCZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,11149,4
408,19,ES_Revenge,2020-07-14T00:46:00,,2020-07-14T03:11:00,Beauty & Wellness,140.0,7,50.0,Walmart,Beauty Supplies & Personal Care,Oral-B Genius 8000 Black *in-store only* clearance $140,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Foral-b-genius-8000-electric-rechargeable-toothbrush-powered-by-braun%2F6000196364558&u1=rfdcb,2146,2
409,20,unshavenyak,2020-05-17T12:40:00,,2020-07-14T02:36:00,Home & Garden,287.99,142,26,Bed Bath And Beyond,Appliances,[Hot] Baratza Sette 30 Conical Burr Grinder - $287.99,http://www.anrdoezrs.net/click-749547-13347068?url=https%3A%2F%2Fwww.bedbathandbeyond.ca%2Fstore%2Fproduct%2Fbaratza-sette-30-conical-burr-grinder-in-black-grey%2F5382833%3Fkeyword%3Dbaratza-sette-30&sid=rfdcb,33217,16
410,21,Drewloo,2020-07-14T01:10:00,2020-07-19,2020-07-14T01:52:00,Sports & Fitness,,3,40.0,,Clothing & Accessories,40% OFF Watches + Jewelry (FREE SHIPPING),http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.fossil.com%2Fen-ca%2F%3Futm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_campaign%3DCA%257cFossil%257cSearch%257cProspecting%257cBrand%257cExact%257cWatches%26utm_content%3DGN%257cGeneral%26utm_term%3Dfossil%2520canada%2520watch%26gclid%3DCjwKCAjwjLD4BRAiEiwAg5NBFrhA5LYnLuem5KTn5CpQa-JQvlxxYOuLZ2-P_yH50sKUINu2sB4BahoCIs0QAvD_BwE%26gclsrc%3Daw.ds,1703,-2
411,22,Krime1k,2020-07-14T01:40:00,,2020-07-14T01:40:00,Kids & Babies,15.89,0,,Walmart,Toys & Games,LEGO - THE LEGO MOVIE 2 Emmet's Thricycle! 70823 - $15.89,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000198854853%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DTnL5HPStwNw-9rKNHy3cW2r_t2g5Vwl1nQ%26wmlspartner%3DTnL5HPStwNw&u1=rfdcb,1623,0
412,23,2Riskit,2020-07-12T09:45:00,,2020-07-14T01:29:00,Computers & Electronics,79.99,19,,Amazon.ca,Peripherals & Accessories,Corsair Semi-Modular ATX CX650M Power Supply CP-9020103-NA $79.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB01B72W1VA&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3614,1
413,24,growler,2020-07-13T15:57:00,2020-07-14,2020-07-14T01:27:00,Computers & Electronics,289.99,16,60.0,Costco,Other,Costco.ca: AOC 24G2E5 - 24in. FHD IPS Monitor - 2 Pack $289.99,"https://www.costco.ca/aoc-24g2e5-24-in.-fhd-ips-monitor-with-amd-freesync-(1920--1080),-2-pack.product.100671364.html",5792,10
414,25,dskum,2020-07-10T17:12:00,,2020-07-14T01:19:00,Home & Garden,34.76,20,,Home Depot,Home Services & Repairs,Kidde Talking CO Smoke detector on sale (Battery only) - $34.76,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/1000751618,4313,5
415,26,WilliamS17867,2020-05-21T19:13:00,,2020-07-14T01:07:00,Home & Garden,366.33,107,,Home Depot,Home Improvement & Tools,Milwaukee Mitre Saw 6955-20 with free stand,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-12-inch-dual-bevel-sliding-compound-mitre-saw/1000526692,36910,20
416,27,bigfishman,2020-06-04T03:44:00,2020-08-27,2020-07-14T00:04:00,Financial Services,,547,,American Express,Credit Cards,Amex Personal Platinum offer - $250 credits for everyday essentials and more!,,85380,144
417,28,azia,2020-07-13T16:12:00,,2020-07-13T23:53:00,Sports & Fitness,,8,0.35,,Other,Hydroflask (Various Styles and Colours) 35% Off,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=42558&murl=http%3A%2F%2Fwww.thelasthunt.com&u1=rfdcb,3681,5
418,29,Terabithia,2020-07-13T21:49:00,,2020-07-13T23:24:00,Computers & Electronics,23.99,3,0.5,Amazon.ca,Home Theatre & Audio,A2 LENRUE Portable Wireless Bluetooth Speaker ROSE GOLD - $23.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB071WYXY6B%2Fref%3Dcm_sw_r_cp_apa_i_v2qdFb8N94FDB&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1510,-2
419,0,Terabithia,2020-07-13T21:49:00,,2020-07-13T23:24:00,Computers & Electronics,23.99,3,0.5,Amazon.ca,Home Theatre & Audio,A2 LENRUE Portable Wireless Bluetooth Speaker ROSE GOLD - $23.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB071WYXY6B%2Fref%3Dcm_sw_r_cp_apa_i_v2qdFb8N94FDB&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1512,-2
420,1,hkhorace,2020-07-06T09:56:00,2020-07-12,2020-07-13T22:54:00,,1300.0,85,200.0,Costco,Automotive,Quickjack 7000slx $200 off - $1300,https://www.costco.ca/quickjack-bl-7000slx-3182-kg-(7000-lb.)-portable-car-lifting-system.product.100485193.html,17398,27
421,2,xuisxu,2020-07-13T20:59:00,,2020-07-13T22:25:00,,81.0,4,,Costco,Automotive,DK2 Hitch-mounted Cargo Carrier $81 after price match with homedepot,https://www.costco.ca/dk2-hitch-mounted-cargo-carrier.product.100121569.html,2499,2
422,3,Ethan15,2020-07-12T23:02:00,,2020-07-13T22:08:00,Home & Garden,450.98,3,100.0,Best Buy,Appliances,[HOT] Breville Nespresso Creatista Uno $450 with $25 coffee credit,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/breville-nespresso-creatista-uno-pod-espresso-machine-with-milk-frother-black/12387364,2644,-2
